Reaction,First Reactant,First Product,Reactant Formula,Reactant MW,Product Formula,Product MW,MW Difference,Formula Difference
rutin + H2O  ->  quercetin + rutinose,rutin,quercetin,C27H29O16,610.1533849166,C15H9O7,302.04265267569997,-308.1107,-C12-H20-O9
"S-(2E,6E)-farnesyl-L-cysteine + dioxygen + H2O  ->  (2E,6E)-farnesal + L-cysteine + hydrogen peroxide","S-(2E,6E)-farnesyl-L-cysteine","(2E,6E)-farnesal",C18H31NO2S,325.2075499345,C15H24O,220.1827153925,-105.0248,-C3-H7-N-O-S
S-(hydroxymethyl)glutathione + NAD(P)+  ->  S-formylglutathione + NAD(P)H + H+,S-(hydroxymethyl)glutathione,S-formylglutathione,C11H18N3O7S,337.0943706702,C11H16N3O7S,335.078720606,-2.0157,-H2
S-adenosyl-L-homocysteine + H2O  ->  L-homocysteine + adenosine,S-adenosyl-L-homocysteine,L-homocysteine,C14H20N6O5S,384.1215884737,C4H9NO2S,135.0353992283,-249.0862,-C10-H11-N5-O3
S-adenosyl-L-methionine  ->  S-methyl-5'-thioadenosine + 1-aminocyclopropane-1-carboxylate + H+,S-adenosyl-L-methionine,S-methyl-5'-thioadenosine,C15H23N6O5S,400.1528886021,C11H15N5O3S,297.08956006380004,-103.0633,-C4-H8-N-O2
S-adenosyl-L-methionine + H+  ->  CO2 + S-adenosyl 3-(methylsulfanyl)propylamine,S-adenosyl-L-methionine,CO2,C15H23N6O5S,400.1528886021,CO2,43.9898292442,-356.1631,-C14-H23-N6-O3-S
S-allyl-L-cysteine + NADPH + dioxygen + H+  ->  alliin + NADP+ + H2O,S-allyl-L-cysteine,alliin,C6H11NO2S,161.0510492925,C6H11NO3S,177.0459639146,15.9949,O
S-ethyl-L-cysteine + dioxygen + H2O  ->  ethiin + hydrogen peroxide,S-ethyl-L-cysteine,ethiin,C5H11NO2S,149.0510492925,C5H11NO3S,165.0459639146,15.9949,O
S-fenclorimyl-L-cysteine  ->  2-aminoprop-2-enoate + 6-chloro-2-phenyl-4-sulfanylpyrimidine,S-fenclorimyl-L-cysteine,2-aminoprop-2-enoate,C13H12N3O2SCl,309.033875045,C3H5NO2,87.0320284099,-222.0018,-C10-Cl-H7-N2-S
S-fenclorimyl-L-cysteine + H2O  ->  6-chloro-2-phenyl-4-sulfanylpyrimidine + pyruvate + ammonium,S-fenclorimyl-L-cysteine,6-chloro-2-phenyl-4-sulfanylpyrimidine,C13H12N3O2SCl,309.033875045,C10H7N2SCl,222.0018466351,-87.032,-C3-H5-N-O2
S-formylglutathione + H2O  ->  formate + glutathione + H+,S-formylglutathione,formate,C11H16N3O7S,335.078720606,CHO2,46.0054793084,-289.0732,-C10-H15-N3-O5-S
S-methyl-5'-thioadenosine + H2O  ->  5-(methylsulfanyl)-D-ribose + adenine,S-methyl-5'-thioadenosine,5-(methylsulfanyl)-D-ribose,C11H15N5O3S,297.08956006380004,C6H12O4S,180.04562956360002,-117.0439,-C5-H3-N5O
"S-methyl-5-thio-D-ribulose 1-phosphate  ->  5-(methylsulfanyl)-2,3-dioxopentyl 1-phosphate + H2O",S-methyl-5-thio-D-ribulose 1-phosphate,"5-(methylsulfanyl)-2,3-dioxopentyl 1-phosphate",C6H11O7PS,260.011959972,C6H9O6PS,242.0013952857,-18.0106,-H2-O
S-methyl-L-methionine + H+  ->  (3-aminopropyl)dimethylsulfanium + CO2,S-methyl-L-methionine,(3-aminopropyl)dimethylsulfanium,C6H14NO2S,165.08234942090002,C5H15NS,121.0925201767,-43.9898,-CH-O2
S-trans-1-propenyl-L-cysteine + dioxygen + H2O  ->  (+)-trans-isoalliin + hydrogen peroxide,S-trans-1-propenyl-L-cysteine,(+)-trans-isoalliin,C6H11NO2S,161.0510492925,C6H11NO3S,177.0459639146,15.9949,O
salicyl-CoA + malonyl-CoA + H+  ->  4-hydroxycoumarin + 2 coenzyme A + CO2,salicyl-CoA,4-hydroxycoumarin,C28H36N7O18P3S,887.1363377382,C9H6O3,162.0316940589,-725.1046,-C19-H30-N7-O15-P3-S
salicylate + S-adenosyl-L-methionine  ->  methylsalicylate + S-adenosyl-L-homocysteine,salicylate,methylsalicylate,C7H5O3,138.0316940589,C8H8O3,152.0473441231,14.0157,CH3
salutaridinol + acetyl-CoA  ->  7-O-acetylsalutaridinol + coenzyme A,salutaridinol,7-O-acetylsalutaridinol,C19H24NO4,329.16270823189996,C21H26NO5,371.1732729182,42.0106,C2H2O
salutaridinol + NADP+  <-->  salutaridine + NADPH + H+,salutaridinol,salutaridine,C19H24NO4,329.16270823189996,C19H22NO4,327.1470581677,-2.0157,-H2
sarcosine + dioxygen + H2O  ->  glycine + formaldehyde + hydrogen peroxide,sarcosine,glycine,C3H7NO2,89.0476784741,C2H5NO2,75.0320284099,-14.0157,-C-H2
scutellarein 7-methyl ether + S-adenosyl-L-methionine  ->  ladanein + S-adenosyl-L-homocysteine + H+,scutellarein 7-methyl ether,ladanein,C16H12O6,300.0633881178,C17H14O6,314.079038182,14.0157,CH2
selenate + ATP + H+  ->  adenosine 5'-phosphoselenate + diphosphate,selenate,adenosine 5'-phosphoselenate,O4Se,145.9118303526,C10H12N5O10PSe,474.9643500064,329.0525,C10H12N5O6P
serinol phosphate + H2O  ->  serinol + phosphate,serinol phosphate,serinol,C3H9NO5P,171.0296589467,C3H10NO2,91.0633285383,-79.9663,H-O3-P
serinol phosphate + pyruvate  <-->  glycerone phosphate + L-alanine,serinol phosphate,glycerone phosphate,C3H9NO5P,171.0296589467,C3H5O6P,169.9980244673,-1.0316,-H4-NO
serotonin + (E)-caffeoyl-CoA  ->  caffeoylserotonin + coenzyme A + H+,serotonin,caffeoylserotonin,C10H13N2O,176.0949630177,C19H18N2O4,338.1266570766,162.0317,C9H5O3
serotonin + (E)-cinnamoyl-CoA  ->  cinnamoylserotonin + coenzyme A + H+,serotonin,cinnamoylserotonin,C10H13N2O,176.0949630177,C19H18N2O2,306.1368278324,130.0419,C9H5O
shikimate + ATP  ->  shikimate 3-phosphate + ADP + H+,shikimate,shikimate 3-phosphate,C7H9O5,174.0528234315,C7H8O8P,254.0191538399,79.9663,-HO3P
shikimate + NADP+  <-  3-dehydroshikimate + NADPH + H+,3-dehydroshikimate,shikimate,C7H7O5,172.0371733673,C7H9O5,174.0528234315,2.0157,H2
shikimate 3-phosphate + phosphoenolpyruvate  <-->  5-enolpyruvoyl-shikimate 3-phosphate + phosphate,shikimate 3-phosphate,5-enolpyruvoyl-shikimate 3-phosphate,C7H8O8P,254.0191538399,C10H9O10P,324.0246331483,70.0055,C3HO2
shisonin + malonyl-CoA  ->  malonylshisonin + coenzyme A,shisonin,malonylshisonin,C36H36O18,757.1979893855,C39H37O21,843.198383316,86.0004,C3HO3
sinapaldehyde + NADP+ + H2O  ->  sinapate + NADPH + 2 H+,sinapaldehyde,sinapate,C11H12O4,208.0735588736,C11H11O5,224.0684734957,15.9949,-HO
sinapate + coenzyme A + ATP  ->  sinapoyl-CoA + AMP + diphosphate,sinapate,sinapoyl-CoA,C11H11O5,224.0684734957,C32H42N7O20P3S,973.173117175,749.1046,C21H31N7O15P3S
"sinapoyl-CoA + D-glucaro-1,5-lactone + H+  ->  O-sinapoylglucarolactone + coenzyme A",sinapoyl-CoA,O-sinapoylglucarolactone,C32H42N7O20P3S,973.173117175,C17H18O11,398.0849114209,-575.0882,-C15-H24-N7-O9-P3-S
sinapyl alcohol + NADP+  <-  sinapaldehyde + NADPH + H+,sinapaldehyde,sinapyl alcohol,C11H12O4,208.0735588736,C11H14O4,210.0892089378,2.0157,H2
sirohydrochlorin + Fe2+  ->  siroheme + 2 H+,sirohydrochlorin,siroheme,C42H38N4O16,862.290881451,C42H36N4O16Fe,918.225823551,55.9349,Fe-H2
sitosterol + reduced [NADPH-hemoprotein reductase] + dioxygen  ->  (22S)-22-hydroxy-sitosterol + oxidized [NADPH-hemoprotein reductase] + H2O,sitosterol,(22S)-22-hydroxy-sitosterol,C29H50O,414.3861662271,C29H50O2,430.3810808492,15.9949,O
sitosterol + reduced [NADPH-hemoprotein reductase] + dioxygen  ->  stigmasterol + oxidized [NADPH-hemoprotein reductase] + 2 H2O,sitosterol,stigmasterol,C29H50O,414.3861662271,C29H48O,412.3705161629,-2.0157,-H2
sn-glycerol 3-phosphate + NAD(P)+  <-  glycerone phosphate + NAD(P)H + H+,glycerone phosphate,sn-glycerol 3-phosphate,C3H5O6P,169.9980244673,C3H7O6P,172.01367453150002,2.0157,H2
sn-glycerol 3-phosphate + ubiquinone-8  ->  glycerone phosphate + ubiquinol-8,sn-glycerol 3-phosphate,glycerone phosphate,C3H7O6P,172.01367453150002,C3H5O6P,169.9980244673,-2.0157,-H2
sophoradiol + reduced [NADPH-hemoprotein reductase] + dioxygen  ->  soyasapogenol B + oxidized [NADPH-hemoprotein reductase] + H2O,sophoradiol,soyasapogenol B,C30H50O2,442.3810808492,C30H50O3,458.3759954713,15.9949,O
sophoraflavanone B + reduced [NADPH-hemoprotein reductase] + dioxygen  ->  leachianone G + oxidized [NADPH-hemoprotein reductase] + H2O + H+,sophoraflavanone B,leachianone G,C20H20O5,340.13107375249996,C20H19O6,356.12598837459996,15.9949,-HO
"spermidine + dioxygen + H2O  ->  propane-1,3-diamine + 4-aminobutanal + hydrogen peroxide",spermidine,"propane-1,3-diamine",C7H22N3,145.1578976255,C3H12N2,74.0843983314,-71.0735,-C4-H10-N
spermidine + dioxygen + H2O  ->  putrescine + 3-aminopropanal + hydrogen peroxide,spermidine,putrescine,C7H22N3,145.1578976255,C4H14N2,88.1000483956,-57.0578,-C3-H8-N
spermidine + NAD+  ->  (E)-(4-aminobutylidene)(3-aminopropyl)amine + NADH + H+,spermidine,(E)-(4-aminobutylidene)(3-aminopropyl)amine,C7H22N3,145.1578976255,C7H20N3,143.1422475613,-2.0157,-H2
spermidine + S-adenosyl 3-(methylsulfanyl)propylamine  ->  spermine + S-methyl-5'-thioadenosine + H+,spermidine,spermine,C7H22N3,145.1578976255,C10H30N4,202.2157468554,57.0578,C3H8N
"spermine + dioxygen + H2O  ->  N-(3-aminopropyl)-4-aminobutanal + propane-1,3-diamine + hydrogen peroxide",spermine,N-(3-aminopropyl)-4-aminobutanal,C10H30N4,202.2157468554,C7H18N2O,144.1262631461,-58.0895,-C3-H12-N2O
spermine + dioxygen + H2O  ->  spermidine + 3-aminopropanal + hydrogen peroxide,spermine,spermidine,C10H30N4,202.2157468554,C7H22N3,145.1578976255,-57.0578,-C3-H8-N
sphinganine + ATP  ->  sphinganine 1-phosphate + ADP + H+,sphinganine,sphinganine 1-phosphate,C18H40NO2,301.2980795013,C18H39NO5P,381.2644099097,79.9663,-HO3P
sphinganine + NADP+  <-  3-dehydrosphinganine + NADPH + H+,3-dehydrosphinganine,sphinganine,C18H38NO2,299.2824294371,C18H40NO2,301.2980795013,2.0157,H2
"squalene  ->  dammara-20,24-dien",squalene,"dammara-20,24-dien",C30H50,410.391251605,C30H50,410.391251605,0.0,No difference
squalene  ->  hop-22(29)-ene,squalene,hop-22(29)-ene,C30H50,410.391251605,C30H50,410.391251605,0.0,No difference
"squalene + reduced [NADPH-hemoprotein reductase] + dioxygen  ->  (3S)-2,3-epoxy-2,3-dihydrosqualene + oxidized [NADPH-hemoprotein reductase] + H2O",squalene,"(3S)-2,3-epoxy-2,3-dihydrosqualene",C30H50,410.391251605,C30H50O,426.3861662271,15.9949,O
stachyose + galactinol  ->  verbascose + myo-inositol,stachyose,verbascose,C24H42O21,666.2218584123,C30H52O26,828.2746818438,162.0528,C6H10O5
stachyose + H2O  ->  raffinose + alpha-D-galactopyranose,stachyose,raffinose,C24H42O21,666.2218584123,C18H32O16,504.1690349808,-162.0528,-C6-H10-O5
stearate + coenzyme A + ATP  ->  stearoyl-CoA + AMP + diphosphate,stearate,stearoyl-CoA,C18H35O2,284.2715303998,C39H66N7O17P3S,1033.3761740791,749.1046,C21H31N7O15P3S
stearate + reduced [NADPH-hemoprotein reductase] + dioxygen  ->  18-hydroxystearate + oxidized [NADPH-hemoprotein reductase] + H2O,stearate,18-hydroxystearate,C18H35O2,284.2715303998,C18H35O3,300.2664450219,15.9949,O
stearoyl-CoA + H2O  ->  stearate + coenzyme A + H+,stearoyl-CoA,stearate,C39H66N7O17P3S,1033.3761740791,C18H35O2,284.2715303998,-749.1046,-C21-H31-N7-O15-P3-S
stearoyl-CoA + malonyl-CoA + H+  ->  3-oxoicosanoyl-CoA + CO2 + coenzyme A,stearoyl-CoA,3-oxoicosanoyl-CoA,C39H66N7O17P3S,1033.3761740791,C41H68N7O18P3S,1075.3867387654002,42.0106,C2H2O
succinate + coenzyme A + ATP  <-->  succinyl-CoA + ADP + phosphate,succinate,succinyl-CoA,C4H4O4,118.026608681,C25H35N7O19P3S,867.1312523603,749.1046,C21H31N7O15P3S
succinate semialdehyde + NAD+ + H2O  ->  succinate + NADH + 2 H+,succinate semialdehyde,succinate,C4H5O3,102.0316940589,C4H4O4,118.026608681,15.9949,-HO
succinate semialdehyde + NADPH + H+  ->  4-hydroxybutanoate + NADP+,succinate semialdehyde,4-hydroxybutanoate,C4H5O3,102.0316940589,C4H7O3,104.0473441231,2.0157,H2
sucrose 6F-phosphate + H2O  ->  sucrose + phosphate,sucrose 6F-phosphate,sucrose,C12H21O14P,422.0825419577,C12H22O11,342.11621154930003,-79.9663,H-O3-P
sulfate + ATP + H+  <-->  adenosine 5'-phosphosulfate + diphosphate,sulfate,adenosine 5'-phosphosulfate,O4S,97.9673792426,C10H12N5O10PS,427.0198988964,329.0525,C10H12N5O6P
sulfite + AMP + glutathione disulfide + 2 H+  <-  adenosine 5'-phosphosulfate + 2 glutathione,adenosine 5'-phosphosulfate,sulfite,C10H12N5O10PS,427.0198988964,O3S,81.9724646205,-345.0474,-C10-H12-N5-O7-P
sulfite + AMP + oxidized QmoABC electron-transfer protein complex + 2 H+  <-->  adenosine 5'-phosphosulfate + reduced QmoABC electron-transfer protein complex,sulfite,adenosine 5'-phosphosulfate,O3S,81.9724646205,C10H12N5O10PS,427.0198988964,345.0474,C10H12N5O7P
sulfite + dioxygen + H2O  ->  hydrogen peroxide + sulfate,sulfite,hydrogen peroxide,O3S,81.9724646205,H2O2,34.0054793084,-47.967,H2-O-S
"syringetin + S-adenosyl-L-methionine  ->  3,3',5'-trimethylmyricetin + S-adenosyl-L-homocysteine",syringetin,"3,3',5'-trimethylmyricetin",C17H13O8,346.0688674262,C18H16O8,360.0845174904,14.0157,CH3
"syringetin + S-adenosyl-L-methionine  ->  7,3',5'-trimethylmyricetin + S-adenosyl-L-homocysteine",syringetin,"7,3',5'-trimethylmyricetin",C17H13O8,346.0688674262,C18H16O8,360.0845174904,14.0157,CH3
tabersonine + reduced [NADPH-hemoprotein reductase] + dioxygen  ->  16-hydroxytabersonine + oxidized [NADPH-hemoprotein reductase] + H2O,tabersonine,16-hydroxytabersonine,C21H25N2O2,336.183778025,C21H25N2O3,352.1786926471,15.9949,O
taxiphyllin + H2O  ->  4-hydroxybenzaldehyde + hydrogen cyanide + D-glucopyranose,taxiphyllin,4-hydroxybenzaldehyde,C14H17NO7,311.1005019056,C7H6O2,122.0367794368,-189.0637,-C7-H11-N-O5
teasterone + reduced [NADPH-hemoprotein reductase] + dioxygen  ->  7-oxateasterone + oxidized [NADPH-hemoprotein reductase] + H2O,teasterone,7-oxateasterone,C28H48O4,448.3552600292,C28H48O5,464.3501746513,15.9949,O
ternatin C5 + 1-O-(4-coumaroyl)-beta-D-glucose  ->  ternatin C3 + D-glucopyranose,ternatin C5,ternatin C3,C36H40O25,875.2093419328,C45H46O27,1021.2461213696,146.0368,C9H6O2
tetrahydrogeranylgeranyl chlorophyll a + NADPH + H+  ->  chlorophyll a + NADP+,tetrahydrogeranylgeranyl chlorophyll a,chlorophyll a,C55H69N4O5Mg,892.5353133425001,C55H71N4O5Mg,892.5353133425001,0.0,H2
tetrahydrogeranylgeranyl diphosphate + NADPH + H+  ->  phytyl diphosphate + NADP+,tetrahydrogeranylgeranyl diphosphate,phytyl diphosphate,C20H37O7P2,454.2249266587,C20H39O7P2,456.2405767229,2.0157,H2
thebaine + 2-oxoglutarate + dioxygen  ->  neopinone + formaldehyde + succinate + CO2,thebaine,neopinone,C19H22NO3,311.1521435456,C18H20NO3,297.1364934814,-14.0157,-C-H2
thebaine + 2-oxoglutarate + dioxygen  ->  oripavine + formaldehyde + succinate + CO2,thebaine,oripavine,C19H22NO3,311.1521435456,C18H20NO3,297.1364934814,-14.0157,-C-H2
theobromine + S-adenosyl-L-methionine  ->  caffeine + S-adenosyl-L-homocysteine + H+,theobromine,caffeine,C7H8N4O2,180.0647255218,C8H10N4O2,194.080375586,14.0157,CH2
thiamine + ATP  ->  AMP + thiamine diphosphate + H+,thiamine,AMP,C12H17N4OS,266.12013191069997,C10H12N5O7P,347.0630843401,80.943,-C2-H5NO6P-S
thiocyanate + S-adenosyl-L-methionine  ->  methyl thiocyanate + S-adenosyl-L-homocysteine,thiocyanate,methyl thiocyanate,CNS,58.9829697273,C2H3NS,72.9986197915,14.0157,CH3
tomatidine + UDP-alpha-D-galactose  ->  tomatidine galactoside + UDP + H+,tomatidine,tomatidine galactoside,C27H45NO2,415.3450296939,C33H55NO7,577.3978531254,162.0528,C6H10O5
trans-4-hexen-3-one + NADPH + H+  ->  hexan-3-one + NADP+,trans-4-hexen-3-one,hexan-3-one,C6H10O,98.0731649431,C6H12O,100.0888150073,2.0157,H2
trans-5-O-(4-coumaroyl)-D-quinate + reduced [NADPH-hemoprotein reductase] + dioxygen  ->  chlorogenate + oxidized [NADPH-hemoprotein reductase] + H2O,trans-5-O-(4-coumaroyl)-D-quinate,chlorogenate,C16H17O8,338.1001675546,C16H17O9,354.0950821767,15.9949,O
trans-5-O-(4-coumaroyl)shikimate + reduced [NADPH-hemoprotein reductase] + dioxygen  ->  5-O-caffeoylshikimate + oxidized [NADPH-hemoprotein reductase] + H2O,trans-5-O-(4-coumaroyl)shikimate,5-O-caffeoylshikimate,C16H15O7,320.0896028683,C16H15O8,336.0845174904,15.9949,O
trans-anol + S-adenosyl-L-methionine  ->  trans-anethole + S-adenosyl-L-homocysteine + H+,trans-anol,trans-anethole,C9H10O,134.0731649431,C10H12O,148.08881500729998,14.0157,CH2
trans-caffeate + coenzyme A + ATP  ->  (E)-caffeoyl-CoA + AMP + diphosphate,trans-caffeate,(E)-caffeoyl-CoA,C9H7O4,180.0422587452,C30H38N7O19P3S,929.1469024245,749.1046,C21H31N7O15P3S
trans-caffeate + S-adenosyl-L-methionine  ->  ferulate + S-adenosyl-L-homocysteine + H+,trans-caffeate,ferulate,C9H7O4,180.0422587452,C10H9O4,194.0579088094,14.0157,CH2
trans-cinnamate + coenzyme A + ATP  ->  (E)-cinnamoyl-CoA + AMP + diphosphate,trans-cinnamate,(E)-cinnamoyl-CoA,C9H7O2,148.052429501,C30H38N7O17P3S,897.1570731803,749.1046,C21H31N7O15P3S
trans-cinnamate + NADPH + H+ + dioxygen  ->  trans-2-coumarate + NADP+ + H2O,trans-cinnamate,trans-2-coumarate,C9H7O2,148.052429501,C9H7O3,164.0473441231,15.9949,O
trans-cinnamate + reduced [NADPH-hemoprotein reductase] + dioxygen  ->  4-coumarate + oxidized [NADPH-hemoprotein reductase] + H2O,trans-cinnamate,4-coumarate,C9H7O2,148.052429501,C9H7O3,164.0473441231,15.9949,O
trans-cinnamate + S-adenosyl-L-methionine  ->  methylcinnamate + S-adenosyl-L-homocysteine,trans-cinnamate,methylcinnamate,C9H7O2,148.052429501,C10H10O2,162.06807956519998,14.0157,CH3
"trans-resveratrol + S-adenosyl-L-methionine  ->  3-methoxy-4',5-dihydroxy-trans-stilbene + S-adenosyl-L-homocysteine + H+",trans-resveratrol,"3-methoxy-4',5-dihydroxy-trans-stilbene",C14H12O3,228.0786442515,C15H14O3,242.0942943157,14.0157,CH2
trans-zeatin + FAD + H2O + H+  ->  adenine + (2E)-4-hydroxy-3-methylbut-2-enal + FADH2,trans-zeatin,adenine,C10H13N5O,219.1120100654,C5H5N5,135.0544951865,-84.0575,-C5-H8-O
trans-zeatin + O-acetyl-L-serine  ->  acetate + lupinate + H+,trans-zeatin,acetate,C10H13N5O,219.1120100654,C2H3O2,60.0211293726,-159.0909,-C8-H10-N5O
trans-zeatin riboside + FAD + H2O + H+  ->  adenosine + (2E)-4-hydroxy-3-methylbut-2-enal + FADH2,trans-zeatin riboside,adenosine,C15H21N5O5,351.15426881059994,C10H13N5O4,267.0967539317,-84.0575,-C5-H8-O
trans-zeatin riboside monophosphate + H2O  ->  trans-zeatin + D-ribofuranose 5-phosphate,trans-zeatin riboside monophosphate,trans-zeatin,C15H20N5O8P,431.120599219,C10H13N5O,219.1120100654,-212.0086,-C5-H7-O7-P
"tributyrin + H2O  ->  1,2-dibutyrin + butanoate + H+",tributyrin,"1,2-dibutyrin",C15H26O6,302.1729385672,C11H20O5,232.1310737525,-70.0419,-C4-H6-O
tricaffeoyl spermidine + 3 S-adenosyl-L-methionine  ->  triferuloyl spermidine + 3 S-adenosyl-L-homocysteine + 3 H+,tricaffeoyl spermidine,triferuloyl spermidine,C34H37N3O9,631.2529798022,C37H43N3O9,673.2999299948,42.047,C3H6
tricetin + 2 S-adenosyl-L-methionine  ->  tricin + 2 S-adenosyl-L-homocysteine + 2 H+,tricetin,tricin,C15H9O7,302.04265267569997,C17H13O7,330.0739528041,28.0313,C2H4
tricoumaroyl spermidine + 3 reduced [NADPH-hemoprotein reductase] + 3 dioxygen  ->  tricaffeoyl spermidine + 3 oxidized [NADPH-hemoprotein reductase] + 3 H2O,tricoumaroyl spermidine,tricaffeoyl spermidine,C34H37N3O6,583.2682359359001,C34H37N3O9,631.2529798022,47.9847,O3
triferuloyl spermidine + 3 reduced [NADPH-hemoprotein reductase] + 3 dioxygen  ->  trihydroxyferuloyl spermidine + 3 oxidized [NADPH-hemoprotein reductase] + 3 H2O,triferuloyl spermidine,trihydroxyferuloyl spermidine,C37H43N3O9,673.2999299948,C37H43N3O12,721.2846738610999,47.9847,O3
trihydroxyferuloyl spermidine + S-adenosyl-L-methionine  ->  dihydroxyferuloyl-sinapoyl spermidine + S-adenosyl-L-homocysteine + H+,trihydroxyferuloyl spermidine,dihydroxyferuloyl-sinapoyl spermidine,C37H43N3O12,721.2846738610999,C38H45N3O12,735.3003239253,14.0157,CH2
tropine + (R)-3-(phenyl)lactate glucoside  ->  littorine + D-glucopyranose,tropine,littorine,C8H16NO,141.1153641088,C17H24NO3,289.1677936098,148.0524,C9H8O2
tropine + NADP+  <-->  tropinone + NADPH + H+,tropine,tropinone,C8H16NO,141.1153641088,C8H14NO,139.0997140446,-2.0157,-H2
tryptamine + reduced [NADPH-hemoprotein reductase] + dioxygen  ->  serotonin + oxidized [NADPH-hemoprotein reductase] + H2O,tryptamine,serotonin,C10H13N2,160.1000483956,C10H13N2O,176.0949630177,15.9949,O
typhasterol + reduced [NADPH-hemoprotein reductase] + dioxygen  ->  7-oxatyphasterol + oxidized [NADPH-hemoprotein reductase] + H2O,typhasterol,7-oxatyphasterol,C28H48O4,448.3552600292,C28H48O5,464.3501746513,15.9949,O
typhasterol + reduced [NADPH-hemoprotein reductase] + dioxygen  ->  castasterone + oxidized [NADPH-hemoprotein reductase] + H2O,typhasterol,castasterone,C28H48O4,448.3552600292,C28H48O5,464.3501746513,15.9949,O
tyramine + (E)-cinnamoyl-CoA  ->  cinnamoyltyramine + coenzyme A + H+,tyramine,cinnamoyltyramine,C8H12NO,137.0840639804,C17H17NO2,267.12592879510004,130.0419,C9H5O
tyramine + sinapoyl-CoA  ->  sinapoyltyramine + coenzyme A + H+,tyramine,sinapoyltyramine,C8H12NO,137.0840639804,C19H21NO5,343.1419727898,206.0579,C11H9O4
UDP + ATP  ->  UTP + ADP,UDP,UTP,C9H11N2O12P2,404.002196945,C9H11N2O15P3,483.9685273534,79.9663,O3P
UDP + H2O  ->  UMP + phosphate + H+,UDP,UMP,C9H11N2O12P2,404.002196945,C9H11N2O9P,324.0358665366,-79.9663,-O3-P
umbelliferone + prenyl diphosphate  ->  demethylsuberosin + diphosphate,umbelliferone,demethylsuberosin,C9H6O3,162.0316940589,C14H14O3,230.0942943157,68.0626,C5H8
uracil + O-acetyl-L-serine  ->  L-isowillardiine + acetate + H+,uracil,L-isowillardiine,C4H4N2O2,112.027277383,C7H9N3O4,199.0593057929,87.032,C3H5NO2
uracil + O-acetyl-L-serine  ->  L-willardiine + acetate + H+,uracil,L-willardiine,C4H4N2O2,112.027277383,C7H9N3O4,199.0593057929,87.032,C3H5NO2
urate + dioxygen + H2O  ->  (S)-5-hydroxyisourate + hydrogen peroxide,urate,(S)-5-hydroxyisourate,C5H4N4O3,168.0283400155,C5H4N4O4,184.0232546376,15.9949,O
uridine + ATP  ->  UMP + ADP + H+,uridine,UMP,C9H12N2O6,244.0695361282,C9H11N2O9P,324.0358665366,79.9663,-HO3P
uridine + H2O  ->  D-ribofuranose + uracil,uridine,D-ribofuranose,C9H12N2O6,244.0695361282,C5H10O5,150.0528234315,-94.0167,-C4-H2-N2-O
uroporphyrinogen-III + S-adenosyl-L-methionine  ->  S-adenosyl-L-homocysteine + precorrin-1 + H+,uroporphyrinogen-III,S-adenosyl-L-homocysteine,C40H36N4O16,836.2752313868,C14H20N6O5S,384.1215884737,-452.1536,-C26-H16N2-O11S
ursolic aldehyde + reduced [NADPH-hemoprotein reductase] + dioxygen  ->  ursolate + oxidized [NADPH-hemoprotein reductase] + H2O + H+,ursolic aldehyde,ursolate,C30H48O2,440.365430785,C30H47O3,456.3603454071,15.9949,-HO
UTP + 2 H2O  ->  UMP + 2 phosphate + 2 H+,UTP,UMP,C9H11N2O15P3,483.9685273534,C9H11N2O9P,324.0358665366,-159.9327,-O6-P2
UTP + H2O  ->  UDP + phosphate + H+,UTP,UDP,C9H11N2O15P3,483.9685273534,C9H11N2O12P2,404.002196945,-79.9663,-O3-P
uvaol + reduced [NADPH-hemoprotein reductase] + dioxygen  ->  ursolic aldehyde + oxidized [NADPH-hemoprotein reductase] + 2 H2O,uvaol,ursolic aldehyde,C30H50O2,442.3810808492,C30H48O2,440.365430785,-2.0157,-H2
