Reaction Object ID,Reaction-List,Reactants of reaction,Reactants-Object ID,Reactants-Chemical Formula,Reactants-Monoisotopic-Molecular-Weight,Products of reaction,Products-Object ID,Products-Chemical Formula,Products-Monoisotopic-Molecular-Weight
RXN-13019,"N-hydroxy-L-dihomomethionine + reduced [NADPH-hemoprotein reductase] + dioxygen  ->  N,N-dihydroxy-L-dihomomethionine + oxidized [NADPH-hemoprotein reductase] + H2O",<i>N</i>-hydroxy-L-dihomomethionine // dioxygen // a reduced [NADPH-hemoprotein reductase],CPD-14047 // OXYGEN-MOLECULE // Red-NADPH-Hemoprotein-Reductases,C7H14NO3S // O2 // ,193.077264043d0 // 31.9898292442d0,"<i>N</i>,<i>N</i>-dihydroxy-L-dihomomethionine // H<sub>2</sub>O // an oxidized [NADPH-hemoprotein reductase]",CPD-14048 // WATER // Ox-NADPH-Hemoprotein-Reductases,C7H14NO4S // H2O // ,209.0721786651d0 // 18.0105646863d0
RXN-13024,"N-hydroxy-tetrahomomethionine + reduced [NADPH-hemoprotein reductase] + dioxygen  ->  N, N-dihydroxy-tetrahomomethionine + oxidized [NADPH-hemoprotein reductase] + H2O",<i>N</i>-hydroxy-tetrahomomethionine // dioxygen // a reduced [NADPH-hemoprotein reductase],CPD-14051 // OXYGEN-MOLECULE // Red-NADPH-Hemoprotein-Reductases,C9H18NO3S // O2 // ,221.1085641714d0 // 31.9898292442d0,"<i>N</i>, <i>N</i>-dihydroxy-tetrahomomethionine // H<sub>2</sub>O // an oxidized [NADPH-hemoprotein reductase]",CPD-14052 // WATER // Ox-NADPH-Hemoprotein-Reductases,C9H18NO4S // H2O // ,237.1034787935d0 // 18.0105646863d0
RXN-12990,"N-hydroxyhexahomomethioniate + reduced [NADPH-hemoprotein reductase] + dioxygen  ->  N,N-dihydroxyhexahomomethioniate + oxidized [NADPH-hemoprotein reductase] + H2O",<i>N</i>-hydroxyhexahomomethioniate // dioxygen // a reduced [NADPH-hemoprotein reductase],CPD-14036 // OXYGEN-MOLECULE // Red-NADPH-Hemoprotein-Reductases,C11H22NO3S // O2 // ,249.1398642998d0 // 31.9898292442d0,"<i>N</i>,<i>N</i>-dihydroxyhexahomomethioniate // H<sub>2</sub>O // an oxidized [NADPH-hemoprotein reductase]",CPD-14037 // WATER // Ox-NADPH-Hemoprotein-Reductases,C11H22NO4S // H2O // ,265.13477892189997d0 // 18.0105646863d0
RXN-13015,"N-hydroxyhomomethionine + reduced [NADPH-hemoprotein reductase] + dioxygen  ->  N,N-dihydroxyhomomethionine + oxidized [NADPH-hemoprotein reductase] + H2O",<i>N</i>-hydroxyhomomethionine // dioxygen // a reduced [NADPH-hemoprotein reductase],CPD-14043 // OXYGEN-MOLECULE // Red-NADPH-Hemoprotein-Reductases,C6H12NO3S // O2 // ,179.0616139788d0 // 31.9898292442d0,"<i>N</i>,<i>N</i>-dihydroxyhomomethionine // H<sub>2</sub>O // an oxidized [NADPH-hemoprotein reductase]",CPD-14046 // WATER // Ox-NADPH-Hemoprotein-Reductases,C6H12NO4S // H2O // ,195.0565286009d0 // 18.0105646863d0
RXN-13004,"N-hydroxypentahomomethionine + reduced [NADPH-hemoprotein reductase] + dioxygen  ->  N,N-dihydroxypentahomomethionine + oxidized [NADPH-hemoprotein reductase] + H2O",<i>N</i>-hydroxypentahomomethionine // dioxygen // a reduced [NADPH-hemoprotein reductase],CPD-14039 // OXYGEN-MOLECULE // Red-NADPH-Hemoprotein-Reductases,C10H20NO3S // O2 // ,235.1242142356d0 // 31.9898292442d0,"<i>N</i>,<i>N</i>-dihydroxypentahomomethionine // H<sub>2</sub>O // an oxidized [NADPH-hemoprotein reductase]",CPD-14040 // WATER // Ox-NADPH-Hemoprotein-Reductases,C10H20NO4S // H2O // ,251.1191288577d0 // 18.0105646863d0
RXN-13022,"N-hydroxytrihomomethionine + reduced [NADPH-hemoprotein reductase] + dioxygen  ->  N, N-dihydroxytrihomomethionine + oxidized [NADPH-hemoprotein reductase] + H2O",<i>N</i>-hydroxytrihomomethionine // dioxygen // a reduced [NADPH-hemoprotein reductase],CPD-14049 // OXYGEN-MOLECULE // Red-NADPH-Hemoprotein-Reductases,C8H16NO3S // O2 // ,207.09291410720002d0 // 31.9898292442d0,"<i>N</i>, <i>N</i>-dihydroxytrihomomethionine // H<sub>2</sub>O // an oxidized [NADPH-hemoprotein reductase]",CPD-14050 // WATER // Ox-NADPH-Hemoprotein-Reductases,C8H16NO4S // H2O // ,223.0878287293d0 // 18.0105646863d0
GARTRANSFORMYL2-RXN,N1-(5-phospho-beta-D-ribosyl)glycinamide + formate + ATP  ->  N2-formyl-N1-(5-phospho-beta-D-ribosyl)glycinamide + ADP + phosphate + H+,<i>N</i><sup>1</sup>-(5-phospho-&beta;-D-ribosyl)glycinamide // formate // ATP,5-PHOSPHO-RIBOSYL-GLYCINEAMIDE // FORMATE // ATP,C7H14N2O8P // CHO2 // C10H12N5O13P3,286.0566019787d0 // 46.0054793084d0 // 506.99574515689994d0,H<SUP>+</SUP> // <i>N</i><sup>2</sup>-formyl-<i>N</i><sup>1</sup>-(5-phospho-&beta;-D-ribosyl)glycinamide // ADP // phosphate,PROTON // 5-P-RIBOSYL-N-FORMYLGLYCINEAMIDE // ADP // Pi,H // C8H13N2O9P // C10H12N5O10P2 // HO4P,1.0078250321d0 // 314.05151660079997d0 // 427.0294147485d0 // 97.9768950947d0
POLYAMINE-OXIDASE-RXN,Polyamine oxidase,<i>N</i><sup>1</sup>-acetylspermine // dioxygen // H<sub>2</sub>O,N1-ACETYLSPERMINE // OXYGEN-MOLECULE // WATER,C12H31N4O // O2 // H2O,244.2263115417d0 // 31.9898292442d0 // 18.0105646863d0,<i>N</i><SUP>1</SUP>-acetylspermidine // 3-aminopropanal // hydrogen peroxide,CPD-568 // CPD-6082 // HYDROGEN-PEROXIDE,C9H23N3O // C3H8NO // H2O2,187.1684623118d0 // 73.052763852d0 // 34.0054793084d0
RXN-4311,N6-(Delta2-isopentenyl)-adenosine 5'-diphosphate + H2O  =  N6-prenyladenosine 5'-phosphate + phosphate + H+,<i>N</i><sup>6</sup>-(&Delta;<sup>2</sup>-isopentenyl)-adenosine 5'-diphosphate // H<sub>2</sub>O,CPD-4203 // WATER,C15H20N5O10P2 // H2O,495.09201500529997d0 // 18.0105646863d0,H<SUP>+</SUP> // <i>N</i><sup>6</sup>-prenyladenosine 5'-phosphate // phosphate,PROTON // CPD-4205 // Pi,H // C15H20N5O7P // HO4P,1.0078250321d0 // 415.1256845969d0 // 97.9768950947d0
RXN-4309,N6-(Delta2-isopentenyl)-adenosine 5'-triphosphate + H2O  ->  N6-(Delta2-isopentenyl)-adenosine 5'-diphosphate + phosphate + H+,<i>N</i><sup>6</sup>-(&Delta;<sup>2</sup>-isopentenyl)-adenosine 5'-triphosphate // H<sub>2</sub>O,CPD-4201 // WATER,C15H20N5O13P3 // H2O,575.0583454137d0 // 18.0105646863d0,<i>N</i><sup>6</sup>-(&Delta;<sup>2</sup>-isopentenyl)-adenosine 5'-diphosphate // phosphate // H<SUP>+</SUP>,CPD-4203 // Pi // PROTON,C15H20N5O10P2 // HO4P // H,495.09201500529997d0 // 97.9768950947d0 // 1.0078250321d0
1.5.99.12-RXN,N6-dimethylallyladenine + an oxidized electron carrier + H2O  ->  3-methylbut-2-enal + adenine + a reduced two electron carrier,<i>N<sup>6</sup></i>-dimethylallyladenine // an oxidized electron carrier // H<sub>2</sub>O,CPD-4209 // Acceptor // WATER,C10H13N5 //  // H2O,203.1170954433d0 // 18.0105646863d0,3-methylbut-2-enal // a reduced two electron carrier // adenine,PRENAL // Donor-H2 // ADENINE,C5H8O //  // C5H5N5,84.0575148789d0 // 135.0544951865d0
RXN-16333,NAD(P)+[in] + H+[in] + 2 e-[membrane]  ->  NAD(P)H[in],NAD(P)<sup>+</sup> // H<SUP>+</SUP> // e<SUP>-</SUP>,NAD-P-OR-NOP // PROTON // E-, // H // ,1.0078250321d0,NAD(P)H,NADH-P-OR-NOP,,
RXN-13872,NAD+  =  cyclic ADP-ribose + nicotinamide,NAD<sup>+</sup>,NAD,C21H26N7O14P2,665.1247716966999d0,cyclic ADP-ribose // nicotinamide,CPD-14880 // NIACINAMIDE,C15H20N5O13P2 // C6H6N2O,543.0767588716d0 // 122.04801282509999d0
NADNUCLEOSID-RXN,NAD+ + H2O  ->  ADP-D-ribose + nicotinamide + H+,H<sub>2</sub>O // NAD<sup>+</sup>,WATER // NAD,H2O // C21H26N7O14P2,18.0105646863d0 // 665.1247716966999d0,H<SUP>+</SUP> // ADP-D-ribose // nicotinamide,PROTON // ADENOSINE_DIPHOSPHATE_RIBOSE // NIACINAMIDE,H // C15H21N5O14P2 // C6H6N2O,1.0078250321d0 // 559.0716734936999d0 // 122.04801282509999d0
RXN0-5248,NAD+[in] + H+[in] + 2 e-[membrane]  ->  NADH[in],NAD<sup>+</sup> // H<SUP>+</SUP> // e<SUP>-</SUP>,NAD // PROTON // E-,C21H26N7O14P2 // H // ,665.1247716966999d0 // 1.0078250321d0,NADH,NADH,C21H27N7O14P2,665.1247716966999d0
NADH-DEHYDROG-RXN,NADH dehydrogenase (ubiquinone),a ubiquinone // NADH,Ubiquinones // NADH, // C21H27N7O14P2,665.1247716966999d0,a ubiquinol // NAD<sup>+</sup>,Ubiquinols // NAD, // C21H26N7O14P2,665.1247716966999d0
RXN0-5330,NADH + a ubiquinone[inner membrane] + H+  ->  NAD+ + a ubiquinol[inner membrane],a ubiquinone // NADH // H<SUP>+</SUP>,Ubiquinones // NADH // PROTON, // C21H27N7O14P2 // H,665.1247716966999d0 // 1.0078250321d0,a ubiquinol // NAD<sup>+</sup>,Ubiquinols // NAD, // C21H26N7O14P2,665.1247716966999d0
RXN-12754,NADH + H2O  ->  (R)-NADHX,NADH // H<sub>2</sub>O,NADH // WATER,C21H27N7O14P2 // H2O,665.1247716966999d0 // 18.0105646863d0,(<i>R</i>)-NADHX,CPD0-2472,C21H29N7O15P2,683.1353363829999d0
RXN-12753,NADH + H2O  ->  (S)-NADHX,NADH // H<sub>2</sub>O,NADH // WATER,C21H27N7O14P2 // H2O,665.1247716966999d0 // 18.0105646863d0,(<i>S</i>)-NADHX,CPD-653,C21H29N7O15P2,683.1353363829999d0
RXN0-4401,NADH + H2O  ->  AMP + reduced beta-nicotinamide D-ribonucleotide + 2 H+,NADH // H<sub>2</sub>O,NADH // WATER,C21H27N7O14P2 // H2O,665.1247716966999d0 // 18.0105646863d0,AMP // reduced &beta;-nicotinamide D-ribonucleotide // H<SUP>+</SUP>,AMP // NMNH // PROTON,C10H12N5O7P // C11H15N2O8P // H,347.0630843401d0 // 336.0722520429d0 // 1.0078250321d0
RXN-924,NADP+[in] + H+[in] + 2 e-[membrane]  ->  NADPH[in],NADP<sup>+</sup> // H<SUP>+</SUP> // e<SUP>-</SUP>,NADP // PROTON // E-,C21H25N7O17P3 // H // ,745.0911021051d0 // 1.0078250321d0,NADPH,NADPH,C21H26N7O17P3,745.0911021051d0
RXN-19772,NADP+[out] + H+[out] + 2 e-[membrane]  ->  NADPH[out],NADP<sup>+</sup> // H<SUP>+</SUP> // e<SUP>-</SUP>,NADP // PROTON // E-,C21H25N7O17P3 // H // ,745.0911021051d0 // 1.0078250321d0,NADPH,NADPH,C21H26N7O17P3,745.0911021051d0
RXN-16765,"NADPH  ->  1,2-dihydro-beta-NADP",NADPH,NADPH,C21H26N7O17P3,745.0911021051d0,"1,2-dihydro-&beta;-NADP",CPD-18085,C21H26N7O17P3,745.0911021051d0
NADPH-DEHYDROGENASE-RXN,NADPH + an oxidized electron carrier + H+  <-->  NADP+ + a reduced two electron carrier,an oxidized electron carrier // NADPH // H<SUP>+</SUP>,Acceptor // NADPH // PROTON, // C21H26N7O17P3 // H,745.0911021051d0 // 1.0078250321d0,a reduced two electron carrier // NADP<sup>+</sup>,Donor-H2 // NADP, // C21H25N7O17P3,745.0911021051d0
RXN-20456,NADPH + H2O  ->  (R)-NADPHX,NADPH // H<sub>2</sub>O,NADPH // WATER,C21H26N7O17P3 // H2O,745.0911021051d0 // 18.0105646863d0,(<i>R</i>)-NADPHX,CPD-14133,C21H28N7O18P3,763.1016667913999d0
RXN-20457,NADPH + H2O  ->  (S)-NADPHX,NADPH // H<sub>2</sub>O,NADPH // WATER,C21H26N7O17P3 // H2O,745.0911021051d0 // 18.0105646863d0,(<i>S</i>)-NADPHX,CPD0-2474,C21H28N7O18P3,763.1016667913999d0
RXN-11281,neryl cation  =  alpha-terpinyl cation + H+ + H2,neryl cation,CPD-12227,C10H19,138.1408505778d0,H<SUP>+</SUP> // &alpha;-terpinyl cation // H<SUB>2</SUB>,PROTON // CPD-12228 // HYDROGEN-MOLECULE,H // C10H19 // H2,1.0078250321d0 // 138.1408505778d0 // 2.0156500642d0
RXN-11280,neryl diphosphate + 3 H+  =  neryl cation + diphosphate,H<SUP>+</SUP> // neryl diphosphate,PROTON // CPD-461,H // C10H17O7P2,1.0078250321d0 // 314.0684260167d0,neryl cation // diphosphate,CPD-12227 // PPI,C10H19 // HO7P2,138.1408505778d0 // 177.9432255031d0
RXN-8247,nicotinate + 1-methylpyrrolinium  =  (S)-nicotine,nicotinate // 1-methylpyrrolinium,NIACINE // CPD-7994,C6H4NO2 // C5H10N,123.0320284099d0 // 85.0891493583d0,(<i>S</i>)-nicotine,NICOTINE,C10H15N2,162.1156984598d0
RXN-23276,nitric oxide + superoxide  ->  peroxynitrite,nitric oxide // superoxide,NITRIC-OXIDE // SUPER-OXIDE,No // O2,29.9979886273d0 // 32.9976542763d0,peroxynitrite,CPD0-1395,NO3,62.9956429036d0
RXN-9562,norfuraneol + 1-butanal  ->  (2E)-2-butylidene-4-hydroxy-5-methyl-3(2H)-furanone + H2O,norfuraneol // 1-butanal,CPD-10204 // BUTANAL,C5H6O3 // C4H8O,114.0316940589d0 // 72.0575148789d0,(2E)-2-butylidene-4-hydroxy-5-methyl-3(2H)-furanone // H<sub>2</sub>O,CPD-10208 // WATER,C9H12O3 // H2O,168.0786442515d0 // 18.0105646863d0
RXN-9561,norfuraneol + 1-propanal  ->  (2E)-4-hydroxy-5-methyl-2-propylidene-3(2H)-furanone + H2O,norfuraneol // 1-propanal,CPD-10204 // CPD-665,C5H6O3 // C3H6O,114.0316940589d0 // 58.0418648147d0,(2E)-4-hydroxy-5-methyl-2-propylidene-3(2H)-furanone // H<sub>2</sub>O,CPD-10207 // WATER,C8H10O3 // H2O,154.0629941873d0 // 18.0105646863d0
RXN-9560,norfuraneol + acetaldehyde  ->  (2E)-2-ethylidene-4-hydroxy-5-methyl-3(2H)-furanone + H2O,norfuraneol // acetaldehyde,CPD-10204 // ACETALD,C5H6O3 // C2H4O,114.0316940589d0 // 44.026214750499996d0,(2E)-2-ethylidene-4-hydroxy-5-methyl-3(2H)-furanone // H<sub>2</sub>O,CPD-10206 // WATER,C7H8O3 // H2O,140.0473441231d0 // 18.0105646863d0
RXN-9559,norfuraneol + formaldehyde  ->  4-hydroxy-5-methyl-2-methylene-3(2H)-furanone + H2O,norfuraneol // formaldehyde,CPD-10204 // FORMALDEHYDE,C5H6O3 // CH2O,114.0316940589d0 // 30.0105646863d0,4-hydroxy-5-methyl-2-methylene-3(2H)-furanone // H<sub>2</sub>O,CPD-10205 // WATER,C6H6O3 // H2O,126.0316940589d0 // 18.0105646863d0
RXN-9208,O-methylandrocymbine + NADPH  =  demecolcine + NADP+,O-methylandrocymbine // NADPH,CPD-9788 // NADPH,C22H27NO5 // C21H26N7O17P3,385.1889229824d0 // 745.0911021051d0,demecolcine // NADP<sup>+</sup>,CPD-9787 // NADP,C21H26NO5 // C21H25N7O17P3,371.1732729182d0 // 745.0911021051d0
RXN-14534,O-phospho-L-tyrosine[periplasm] + H2O[periplasm]  ->  L-tyrosine[periplasm] + phosphate[periplasm],O-phospho-L-tyrosine // H<sub>2</sub>O,CPD-3728 // WATER,C9H10NO6P // H2O,261.040223633d0 // 18.0105646863d0,L-tyrosine // phosphate,TYR // Pi,C9H11NO3 // HO4P,181.0738932246d0 // 97.9768950947d0
RXN-7948,O-phosphoethanolamine[periplasm] + H2O[periplasm]  ->  ethanolamine[periplasm] + phosphate[periplasm],<i>O</i>-phosphoethanolamine // H<sub>2</sub>O,PHOSPHORYL-ETHANOLAMINE // WATER,C2H7NO4P // H2O,141.01909426039998d0 // 18.0105646863d0,ethanolamine // phosphate,ETHANOL-AMINE // Pi,C2H8NO // HO4P,61.052763852d0 // 97.9768950947d0
RXN-19831,obtusifoliol + reduced [NADPH-hemoprotein reductase] + dioxygen  ->  30-hydroxyobtusifoliol + oxidized [NADPH-hemoprotein reductase] + H2O,obtusifoliol // dioxygen // a reduced [NADPH-hemoprotein reductase],OBTUSIFOLIOL // OXYGEN-MOLECULE // Red-NADPH-Hemoprotein-Reductases,C30H50O // O2 // ,426.3861662271d0 // 31.9898292442d0,30-hydroxyobtusifoliol // H<sub>2</sub>O // an oxidized [NADPH-hemoprotein reductase],CPD-21438 // WATER // Ox-NADPH-Hemoprotein-Reductases,C30H50O2 // H2O // ,442.3810808492d0 // 18.0105646863d0
RXN-10748,octaketide SEK4  =  chrysophanol-9-anthrone,octaketide SEK4,CPD-11555,C16H13O7,318.0739528041d0,chrysophanol-9-anthrone,CPD-11587,C15H12O3,240.07864425149998d0
RXN-10753,octaketide SEK4b  =  chrysophanol-9-anthrone,octaketide SEK4b,CPD-11556,C16H13O7,318.0739528041d0,chrysophanol-9-anthrone,CPD-11587,C15H12O3,240.07864425149998d0
RXN-5741,octanoate + acyl-carrier protein + ATP  ->  octanoyl-[acp] + AMP + diphosphate,octanoate // a soluble [acyl-carrier protein] // ATP,CPD-195 // ACP // ATP,C8H15O2 //  // C10H12N5O13P3,144.1150297578d0 // 506.99574515689994d0,an octanoyl-[acp] // AMP // diphosphate,Octanoyl-ACPs // AMP // PPI, // C10H12N5O7P // HO7P2,347.0630843401d0 // 177.9432255031d0
RXN-11229,oleate  =  gondoate,oleate,OLEATE-CPD,C18H33O2,282.2558803356d0,gondoate,CPD-12189,C20H37O2,310.287180464d0
RXN-11230,oleate + NADH + dioxygen + H+  ->  ricinoleate + NAD+ + H2O,oleate // NADH // dioxygen // H<SUP>+</SUP>,OLEATE-CPD // NADH // OXYGEN-MOLECULE // PROTON,C18H33O2 // C21H27N7O14P2 // O2 // H,282.2558803356d0 // 665.1247716966999d0 // 31.9898292442d0 // 1.0078250321d0,ricinoleate // NAD<sup>+</sup> // H<sub>2</sub>O,CPD-12193 // NAD // WATER,C18H33O3 // C21H26N7O14P2 // H2O,298.2507949577d0 // 665.1247716966999d0 // 18.0105646863d0
RXN-14487,oleoyl-CoA 12-hydroxylase,oleoyl-CoA // a ferrocytochrome <i>b<SUB>5</SUB></i> // dioxygen // H<SUP>+</SUP>,OLEOYL-COA // FERROCYTOCHROME-B5 // OXYGEN-MOLECULE // PROTON,C39H64N7O17P3S //  // O2 // H,1031.3605240149d0 // 31.9898292442d0 // 1.0078250321d0,ricinoleoyl-CoA // a ferricytochrome <i>b<sub>5</sub></i> // H<sub>2</sub>O,CPD-15364 // FERRICYTOCHROME-B5 // WATER,C39H64N7O18P3S //  // H2O,1047.355438637d0 // 18.0105646863d0
RXNQT-4385,oleoyl-CoA + sn-glycerol 3-phosphate  =  1-oleoyl-sn-glycerol 3-phosphate + coenzyme A,oleoyl-CoA // <i>sn</i>-glycerol 3-phosphate,OLEOYL-COA // GLYCEROL-3P,C39H64N7O17P3S // C3H7O6P,1031.3605240149d0 // 172.01367453150002d0,1-oleoyl-<i>sn</i>-glycerol 3-phosphate // coenzyme A,L-1-LYSOPHOSPHATIDATE // CO-A,C21H39O7P // C21H32N7O16P3S,436.25899018079997d0 // 767.1152083656d0
RXN-7860,olivetolate + neryl diphosphate  =  cannabinerolate + diphosphate,olivetolate // neryl diphosphate,CPD-7165 // CPD-461,C12H15O4 // C10H17O7P2,224.10485900199998d0 // 314.0684260167d0,cannabinerolate // diphosphate,CPD-7175 // PPI,C22H31O4 // HO7P2,360.2300595156d0 // 177.9432255031d0
RXN0-6490,orotate[in] + 2 H+[in] + 2 e-[membrane]  ->  (S)-dihydroorotate[in],orotate // H<SUP>+</SUP> // e<SUP>-</SUP>,OROTATE // PROTON // E-,C5H3N2O4 // H // ,156.0171066272d0 // 1.0078250321d0,(<i>S</i>)-dihydroorotate,DI-H-OROTATE,C5H5N2O4,158.03275669139998d0
RXN-12077,oxalate + 2 oxidized ferredoxin [iron-sulfur] cluster  ->  2 CO2 + 2 reduced ferredoxin [iron-sulfur] cluster,oxalate // an oxidized ferredoxin [iron-sulfur] cluster,OXALATE // Oxidized-ferredoxins,C2O4 // ,89.9953085526d0,CO<SUB>2</SUB> // a reduced ferredoxin [iron-sulfur] cluster,CARBON-DIOXIDE // Reduced-ferredoxins,CO2 // ,43.989829244199996d0
OXALATE-COA-TRANSFERASE-RXN,oxalate + succinyl-CoA  <-->  succinate + oxalyl-CoA,oxalate // succinyl-CoA,OXALATE // SUC-COA,C2O4 // C25H35N7O19P3S,89.9953085526d0 // 867.1312523603d0,succinate // oxalyl-CoA,SUC // OXALYL-COA,C4H4O4 // C23H31N7O19P3S,118.026608681d0 // 839.0999522318999d0
OXALODECARB-RXN,oxaloacetate + H+  ->  pyruvate + CO2,oxaloacetate // H<SUP>+</SUP>,OXALACETIC_ACID // PROTON,C4H2O5 // H,132.0058732389d0 // 1.0078250321d0,pyruvate // CO<SUB>2</SUB>,PYRUVATE // CARBON-DIOXIDE,C3H3O3 // CO2,88.0160439947d0 // 43.989829244199996d0
RXN-16329,oxaloacetate[in] + 2 H+[in] + 2 e-[membrane]  ->  (S)-malate[in],oxaloacetate // H<SUP>+</SUP> // e<SUP>-</SUP>,OXALACETIC_ACID // PROTON // E-,C4H2O5 // H // ,132.0058732389d0 // 1.0078250321d0,(<i>S</i>)-malate,MAL,C4H4O5,134.0215233031d0
RXN-8642,oxalosuccinate + H+  <-->  2-oxoglutarate + CO2,oxalosuccinate // H<SUP>+</SUP>,OXALO-SUCCINATE // PROTON,C6H3O7 // H,190.0113525473d0 // 1.0078250321d0,2-oxoglutarate // CO<SUB>2</SUB>,2-KETOGLUTARATE // CARBON-DIOXIDE,C5H4O5 // CO2,146.0215233031d0 // 43.989829244199996d0
FAD-RED-RXN,oxidized flavoprotein (FAD) + NAD(P)H + 2 H+  ->  reduced flavoprotein (FADH2) + NAD(P)+,NAD(P)H // an oxidized flavoprotein (FAD) // H<SUP>+</SUP>,NADH-P-OR-NOP // Ox-FAD-Flavoproteins // PROTON, // C27H30N9O15P2 // H,785.1571344575999d0 // 1.0078250321d0,NAD(P)<sup>+</sup> // a reduced flavoprotein (FADH<sub>2</sub>),NAD-P-OR-NOP // Red-FADH2-Flavoproteins, // C27H33N9O15P2,787.1727845217999d0
RXN-14858,oxythiamine + H2O  ->  5-(2-hydroxyethyl)-4-methylthiazole + 5-(hydroxymethyl)-2-methyl-4(1H)-pyrimidinone + H+,oxythiamine // H<sub>2</sub>O,CPD-15776 // WATER,C12H16N3O2S // H2O,267.1041474955d0 // 18.0105646863d0,5-(2-hydroxyethyl)-4-methylthiazole // 5-(hydroxymethyl)-2-methyl-4(1H)-pyrimidinone // H<SUP>+</SUP>,THZ // CPD-15778 // PROTON,C6H9NOS // C6H8N2O2 // H,143.0404846062d0 // 140.0585775114d0 // 1.0078250321d0
RXN-10774,"P1,P5-bis(5'-adenosyl) pentaphosphate + H2O  ->  adenosine tetraphosphate + AMP + 2 H+","<i>P</i><sup>1</sup>,<i>P</i><sup>5</sup>-<i>bis</i>(5'-adenosyl) pentaphosphate // H<sub>2</sub>O",CPD0-1137 // WATER,C20H24N10O22P5 // H2O,916.0145952190999d0 // 18.0105646863d0,adenosine tetraphosphate // AMP // H<SUP>+</SUP>,CPD-607 // AMP // PROTON,C10H12N5O16P4 // C10H12N5O7P // H,586.9620755653d0 // 347.0630843401d0 // 1.0078250321d0
RXNQT-4384,palmitoleoyl-CoA + sn-glycerol 3-phosphate  =  1-palmitoleylglycerol 3-phosphate + coenzyme A,palmitoleoyl-CoA // <i>sn</i>-glycerol 3-phosphate,CPD-10269 // GLYCEROL-3P,C37H60N7O17P3S // C3H7O6P,1003.3292238865d0 // 172.01367453150002d0,1-palmitoleylglycerol 3-phosphate // coenzyme A,CPDQT-515 // CO-A,C19H37O7P // C21H32N7O16P3S,408.22769005239996d0 // 767.1152083656d0
RXN-1061,palmitoyl-CoA + NADPH + dioxygen + H+  ->  16-hydroxypalmitoyl-CoA + NADP+ + H2O,palmitoyl-CoA // NADPH // dioxygen // H<SUP>+</SUP>,PALMITYL-COA // NADPH // OXYGEN-MOLECULE // PROTON,C37H62N7O17P3S // C21H26N7O17P3 // O2 // H,1005.3448739507d0 // 745.0911021051d0 // 31.9898292442d0 // 1.0078250321d0,16-hydroxypalmitoyl-CoA // NADP<sup>+</sup> // H<sub>2</sub>O,CPD-17621 // NADP // WATER,C37H62N7O18P3S // C21H25N7O17P3 // H2O,1021.3397885728001d0 // 745.0911021051d0 // 18.0105646863d0
RXNQT-4382,palmitoyl-CoA + sn-glycerol 3-phosphate  =  1-palmitoyl-sn-glycerol 3-phosphate + coenzyme A,palmitoyl-CoA // <i>sn</i>-glycerol 3-phosphate,PALMITYL-COA // GLYCEROL-3P,C37H62N7O17P3S // C3H7O6P,1005.3448739507d0 // 172.01367453150002d0,1-palmitoyl-<i>sn</i>-glycerol 3-phosphate // coenzyme A,1-PALMITOYLGLYCEROL-3-PHOSPHATE // CO-A,C19H37O7P // C21H32N7O16P3S,410.24334011659994d0 // 767.1152083656d0
RXN-7842,"pelargonin + (E)-caffeoyl-CoA  ->  pelargonidin-3,5-diglucoside-5-O-caffeoylglucoside + coenzyme A",pelargonin // (<i>E</i>)-caffeoyl-CoA,CPD-7137 // CAFFEOYL-COA,C27H30O15 // C30H38N7O19P3S,595.1662953266d0 // 929.1469024244999d0,"pelargonidin-3,5-diglucoside-5-O-caffeoylglucoside // coenzyme A",CPD-7150 // CO-A,C36H36O18 // C21H32N7O16P3S,757.1979893855d0 // 767.1152083656d0
PERILLYL-ALCOHOL-DEHYDROGENASE-RXN,perillyl alcohol + NAD+  ->  perillyl aldehyde + NADH + H+,perillyl alcohol // NAD<sup>+</sup>,Perillyl-Alcohols // NAD,C10H16O // C21H26N7O14P2,152.1201151357d0 // 665.1247716966999d0,perillyl aldehyde // NADH // H<SUP>+</SUP>,CPD-1084 // NADH // PROTON,C10H14O // C21H27N7O14P2 // H,150.1044650715d0 // 665.1247716966999d0 // 1.0078250321d0
RXN-13543,phenylethyl acetate esterase,phenylethyl acetate // H<sub>2</sub>O,CPD-14529 // WATER,C10H12O2 // H2O,164.08372962939998d0 // 18.0105646863d0,2-phenylethanol // acetate // H<SUP>+</SUP>,CPD-7035 // ACET // PROTON,C8H10O // C2H3O2 // H,122.0731649431d0 // 60.0211293726d0 // 1.0078250321d0
RXN-7740,pheophorbide a + 2 reduced ferredoxin [iron-sulfur] cluster + dioxygen + 2 H+  ->  red chlorophyll catabolite + 2 oxidized ferredoxin [iron-sulfur] cluster,pheophorbide <i>a</i> // dioxygen // a reduced ferredoxin [iron-sulfur] cluster // H<SUP>+</SUP>,CPD-7061 // OXYGEN-MOLECULE // Reduced-ferredoxins // PROTON,C35H34N4O5 // O2 //  // H,592.2685702869001d0 // 31.9898292442d0 // 1.0078250321d0,red chlorophyll catabolite // an oxidized ferredoxin [iron-sulfur] cluster,CPD-7063 // Oxidized-ferredoxins,C35H36N4O7 // ,626.2740495953001d0
