kegg1,kegg2,smiles1,smiles2,mass1,mass2,formula1,formula2,Δm/z,mzDiff,REACTION ID,ENZYME ID,COMMENT,PATHWAY
C00024,C20225,CC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O,CC(=O)OC/C=C/C1=CC(=C(C=C1)O)OC,809.1258,222.0892,C23H38N7O17P3S,C12H14O4,587.0366,587.0366 ,R10253,2.3.1.-,coniferyl alcohol acyltransferase (CFAT),rn00940: Phenylpropanoid biosynthesis
C00024,C17214,CC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O,CSCCCC(CC(=O)O)(C(=O)O)O,809.1258,222.0562,C23H38N7O17P3S,C8H14O5S,587.0696,587.0696 ,R08623,2.3.3.17,0,rn00966: Glucosinolate biosynthesis///rn01210: 2-Oxocarboxylic acid metabolism
C00024,C00140,CC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O,CC(=O)N[C@@H]1[C@H]([C@@H]([C@H](OC1O)CO)O)O,809.1258,221.0899,C23H38N7O17P3S,C8H15NO6,588.0359,588.0359 ,R01204,2.3.1.3,0,rn00520: Amino sugar and nucleotide sugar metabolism///rn01100: Metabolic pathways
C00024,C16583,CC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O,C(CC(=O)O)C[C@@](CC(=O)O)(C(=O)O)O,809.1258,220.0583,C23H38N7O17P3S,C8H12O7,589.0675,589.0675 ,R08331,2.3.3.-,0,rn00680: Methane metabolism///rn01100: Metabolic pathways///rn01120: Microbial metabolism in diverse environments///rn01210: 2-Oxocarboxylic acid metabolism///rn01240: Biosynthesis of cofactors
C00024,C00978,CC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O,CC(=O)NCCC1=CNC2=C1C=C(C=C2)O,809.1258,218.1055,C23H38N7O17P3S,C12H14N2O2,591.0203,591.0203 ,R02911,2.3.1.87,0,rn00380: Tryptophan metabolism///rn01100: Metabolic pathways///rn01110: Biosynthesis of secondary metabolites
C00091,C03296,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)[C@H](C(=O)NCCC(=O)NCCSC(=O)CCC(=O)O)O,C(C[C@@H](C(=O)O)NC(=O)CCC(=O)O)CN=C(N)N,867.1313,274.1277,C25H40N7O19P3S,C10H18N4O5,593.0036,593.0036 ,R00832,2.3.1.109,0,rn00330: Arginine and proline metabolism///rn01100: Metabolic pathways
C00323,C10434,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)[C@H](C(=O)NCCC(=O)NCCSC(=O)/C=C/C4=CC(=C(C=C4)O)O)O,C1[C@H]([C@@H]([C@@H](C=C1C(=O)O)O)O)OC(=O)/C=C/C2=CC(=C(C=C2)O)O,929.1469,336.0845,C30H42N7O19P3S,C16H16O8,593.0624,593.0624 ,R07433,2.3.1.133,0,"rn00940: Phenylpropanoid biosynthesis///rn00941: Flavonoid biosynthesis///rn00945: Stilbenoid, diarylheptanoid and gingerol biosynthesis///rn01100: Metabolic pathways///rn01110: Biosynthesis of secondary metabolites"
C01389,C05306,C[C@@H](CCC[C@@H](C)CCC/C(=C/CO)/C)CCCC(C)C,CCC1=C(C2=NC1=CC3=C(C4=C([N-]3)C(=C5[C@H]([C@@H](C(=N5)C=C6C(=C(C(=C2)[N-]6)C=C)C)C)CCC(=O)OC/C=C(\C)/CCC[C@H](C)CCC[C@H](C)CCCC(C)C)[C@H](C4=O)C(=O)OC)C)C.[Mg+2],296.3079,892.5353,C20H40O,C55H72MgN4O5,-596.2274,596.2274 ,R05618,3.1.1.14,0,rn00860: Porphyrin metabolism///rn01100: Metabolic pathways///rn01110: Biosynthesis of secondary metabolites
C00083,C16404,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)[C@H](C(=O)NCCC(=O)NCCSC(=O)CC(=O)O)O,C1=CC=C(C=C1)/C=C/C(=O)C2=C(C=C(C=C2O)O)O,853.1156,256.0736,C24H38N7O19P3S,C15H12O4,597.042,597.0420 ,R07987,2.3.1.74,0,rn00941: Flavonoid biosynthesis
C00083,C08650,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)[C@H](C(=O)NCCC(=O)NCCSC(=O)CC(=O)O)O,C1=CC(=CC=C1/C=C/C(=O)C2=C(C=C(C=C2)O)O)O,853.1156,256.0736,C24H38N7O19P3S,C15H12O4,597.042,597.0420 ,R06568,2.3.1.170,0,rn00941: Flavonoid biosynthesis///rn01100: Metabolic pathways///rn01110: Biosynthesis of secondary metabolites
C00024,C17947,CC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O,C(C(=O)O)C(C[P+](=O)O)(C(=O)O)O,809.1258,212.0086,C23H38N7O17P3S,C5H9O7P,597.1172,597.1172 ,R08870,2.3.3.18,2-phosphinomethylmalic acid synthase,rn00440: Phosphonate and phosphinate metabolism///rn01110: Biosynthesis of secondary metabolites
C00024,C16420,CC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O,CC1=C(C=C(C=C1[N+](=O)[O-])NC(=O)C)N,809.1258,209.08,C23H38N7O17P3S,C9H11N3O3,600.0458,600.0458 ,R08036,2.3.1.5,0,rn00633: Nitrotoluene degradation///rn01120: Microbial metabolism in diverse environments
C00024,C17949,CC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O,CC(=O)N[C@@H](CC[P+](=O)O)C(=O)O,809.1258,209.0453,C23H38N7O17P3S,C6H12NO5P,600.0805,600.0805 ,R08871,2.3.1.183,phosphinothricin acetyltransferase,rn00440: Phosphonate and phosphinate metabolism///rn01110: Biosynthesis of secondary metabolites
C00119,C20352,C([C@@H]1[C@H]([C@H]([C@H](O1)OP(=O)(O)OP(=O)(O)O)O)O)OP(=O)(O)O,CC(=CCC/C(=C/CC/C(=C\CC/C(=C\CC/C(=C\CC/C(=C\CC/C(=C\CC/C(=C\CC/C(=C\CC/C(=C\COP(=O)(O)O[C@H]1[C@@H]([C@@H]([C@H](O1)COP(=O)(O)O)O)O)/C)/C)/C)/C)/C)/C)/C)/C)/C)C,389.9518,990.6115,C5H13O14P3,C55H92O11P2,-600.6597,600.6597 ,R10095,2.4.2.45,0,0
C00024,C17210,CC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O,CSCCC(CC(=O)O)(C(=O)O)O,809.1258,208.0405,C23H38N7O17P3S,C7H12O5S,601.0853,601.0853 ,R08619,2.3.3.17,0,rn00966: Glucosinolate biosynthesis///rn01110: Biosynthesis of secondary metabolites///rn01210: 2-Oxocarboxylic acid metabolism
C00024,C03519,CC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O,CC(=O)N[C@@H](CC1=CC=CC=C1)C(=O)O,809.1258,207.0895,C23H38N7O17P3S,C11H13NO3,602.0363,602.0363 ,R00693,2.3.1.53,0,rn00360: Phenylalanine metabolism///rn01100: Metabolic pathways
C00024,C05620,CC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O,CC(=O)N[C@H](CC1=CC=CC=C1)C(=O)O,809.1258,207.0895,C23H38N7O17P3S,C11H13NO3,602.0363,602.0363 ,R03903,2.3.1.36,0,rn00470: D-Amino acid metabolism///rn01100: Metabolic pathways
C01832,C04529,CCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O,CCCCCCCCCC[C@H](C(=O)O)[C@@](CCC(=O)O)(C(=O)O)O,949.2823,346.1992,C33H58N7O17P3S,C17H30O7,603.0831,603.0831 ,R03859,2.3.3.4,0,0
C00024,C01251,CC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O,C(C[C@@](CC(=O)O)(C(=O)O)O)C(=O)O,809.1258,206.0427,C23H38N7O17P3S,C7H10O7,603.0831,603.0831 ,R00271,2.3.3.14,0,rn00300: Lysine biosynthesis///rn00620: Pyruvate metabolism///rn01100: Metabolic pathways///rn01110: Biosynthesis of secondary metabolites///rn01120: Microbial metabolism in diverse environments///rn01210: 2-Oxocarboxylic acid metabolism///rn01230: Biosynthesis of amino acids///rn01240: Biosynthesis of cofactors
C00024,C02571,CC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O,CC(=O)O[C@H](CC(=O)O)C[N+](C)(C)C,809.1258,204.1236,C23H38N7O17P3S,C9H18NO4,605.0022,605.0022 ,R02396,2.3.1.7,0,0
C00024,C03955,CC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O,CC(=O)N(CCCC[C@@H](C(=O)O)N)O,809.1258,204.111,C23H38N7O17P3S,C8H16N2O4,605.0148,605.0148 ,R03168,2.3.1.102,0,rn00997: Biosynthesis of various other secondary metabolites///rn01100: Metabolic pathways///rn01110: Biosynthesis of secondary metabolites///rn01120: Microbial metabolism in diverse environments
C00406,C17742,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)[C@H](C(=O)NCCC(=O)NCCSC(=O)/C=C/C4=CC(=C(C=C4)O)OC)O,COC1=C(C=CC(=C1)/C=C/C(=C/C(=O)/C=C/C2=CC=C(C=C2)O)/O)O,943.1626,338.1154,C31H44N7O19P3S,C20H18O5,605.0472,605.0472 ,R08808,2.3.1.217,curcuminoid synthase (CURS),"rn00945: Stilbenoid, diarylheptanoid and gingerol biosynthesis///rn01110: Biosynthesis of secondary metabolites"
C00154,C02990,CCCCCCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O,CCCCCCCCCCCCCCCC(=O)O[C@H](CC(=O)[O-])C[N+](C)(C)C,1005.3449,399.3349,C37H66N7O17P3S,C23H45NO4,606.01,606.0100 ,R01923,2.3.1.21,0,rn00071: Fatty acid degradation///rn01212: Fatty acid metabolism
C01944,C02838,CCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O,CCCCCCCC(=O)O[C@H](CC(=O)[O-])C[N+](C)(C)C,893.2197,287.2097,C29H50N7O17P3S,C15H29NO4,606.01,606.0100 ,R03779,2.3.1.137,0,0
C00083,C04205,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)[C@H](C(=O)NCCC(=O)NCCSC(=O)CC(=O)O)O,C1=CC(=C(C=C1NC(=O)CC(=O)O)Cl)Cl,853.1156,246.9803,C24H38N7O19P3S,C9H7Cl2NO3,606.1353,606.1353 ,R04050,2.3.1.114,0,0
C00083,C06355,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)[C@H](C(=O)NCCC(=O)NCCSC(=O)CC(=O)O)O,C1=CC(=CC(=C1)O)C(=O)C2=C(C=C(C=C2O)O)O,853.1156,246.0528,C24H38N7O19P3S,C13H10O5,607.0628,607.0628 ,R04709,2.3.1.151,0,0
C01158,C04576,C1=C(C=C(C(=C1O)O)O)C(=O)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O,C1=C(C=C(C(=C1O)O)O)C(=O)OC[C@@H]2[C@H]([C@@H]([C@H]([C@@H](O2)OC(=O)C3=CC(=C(C(=C3)O)O)O)OC(=O)C4=CC(=C(C(=C4)O)O)O)OC(=O)C5=CC(=C(C(=C5)O)O)O)OC(=O)C6=CC(=C(C(=C6)O)O)O,332.0743,940.1182,C13H16O10,C41H32O26,-608.0439,608.0439 ,R04498,2.3.1.143,0,rn00999: Biosynthesis of various plant secondary metabolites
C01389,C05307,C[C@@H](CCC[C@@H](C)CCC/C(=C/CO)/C)CCCC(C)C,CCC1=C(C2=NC1=CC3=C(C4=C([N-]3)C(=C5[C@H]([C@@H](C(=N5)C=C6C(=C(C(=C2)[N-]6)C=C)C)C)CCC(=O)OC/C=C(\C)/CCC[C@H](C)CCC[C@H](C)CCCC(C)C)C(C4=O)C(=O)OC)C)C=O.[Mg+2],296.3079,906.5146,C20H40O,C55H70MgN4O6,-610.2067,610.2067 ,R09068,3.1.1.14,0,rn00860: Porphyrin metabolism///rn01100: Metabolic pathways///rn01110: Biosynthesis of secondary metabolites
C00024,C16825,CC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O,C[C@@H]1CC[C@H]([C@H](C1)OC(=O)C)C(C)C,809.1258,198.162,C23H38N7O17P3S,C12H22O2,610.9638,610.9638 ,R08531,2.3.1.69,0,0
C00083,C12093,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)[C@H](C(=O)NCCC(=O)NCCSC(=O)CC(=O)O)O,CN1C2=CC=CC=C2C(=O)C3=C(C=C(C=C31)O)O,853.1156,241.0739,C24H38N7O19P3S,C14H11NO3,612.0417,612.0417 ,R07250,2.3.1.159,0,rn00996: Biosynthesis of various alkaloids///rn01110: Biosynthesis of secondary metabolites
C00024,C02997,CC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O,CC(=O)N[C@@H](CC1=CN=CN1)C(=O)O,809.1258,197.08,C23H38N7O17P3S,C8H11N3O3,612.0458,612.0458 ,R01160,2.3.1.33,0,0
C00156,C03885,C1=CC(=CC=C1C(=O)O)O,CC(=CCC/C(=C/CC/C(=C/CC/C(=C/CC/C(=C/CC/C(=C/CC/C(=C/CC/C(=C/CC/C(=C/CC1=C(C=CC(=C1)C(=O)O)O)/C)/C)/C)/C)/C)/C)/C)/C)C,138.0317,750.5951,C7H6O3,C52H78O3,-612.5634,612.5634 ,R07273,2.5.1.39,0,rn01110: Biosynthesis of secondary metabolites
C00024,C11338,CC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O,CC(=O)O[C@H]1CC2CCC1(C2(C)C)C,809.1258,196.1463,C23H38N7O17P3S,C12H20O2,612.9795,612.9795 ,R08532,2.3.1.69,0,0
C04824,C04932,CCCCCCCCCCC[C@H](CC(=O)N[C@@H]1[C@H]([C@@H]([C@H](O[C@@H]1OP(=O)(O)O)CO)O)OC(=O)C[C@@H](CCCCCCCCCCC)O)O,CCCCCCCCCCC[C@H](CC(=O)N[C@@H]1[C@H]([C@@H]([C@H](O[C@H]1OC[C@@H]2[C@H]([C@@H]([C@H]([C@H](O2)OP(=O)(O)O)NC(=O)C[C@@H](CCCCCCCCCCC)O)OC(=O)C[C@@H](CCCCCCCCCCC)O)O)CO)O)OC(=O)C[C@@H](CCCCCCCCCCC)O)O,711.4323,1324.8876,C34H66NO12P,C68H129N2O20P,-613.4553,613.4553 ,R04606,2.4.1.182,0,rn00540: Lipopolysaccharide biosynthesis///rn01100: Metabolic pathways
C00015,C04652,C1=CN(C(=O)NC1=O)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)O)O)O,CCCCCCCCCCC[C@H](CC(=O)N[C@@H]1[C@H]([C@@H]([C@H](O[C@@H]1OP(=O)(O)OP(=O)(O)OC[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=CC(=O)NC3=O)O)O)CO)O)OC(=O)C[C@@H](CCCCCCCCCCC)O)O,404.0022,1017.4576,C9H14N2O12P2,C43H77N3O20P2,-613.4554,613.4554 ,R04606,2.4.1.182,0,rn00540: Lipopolysaccharide biosynthesis///rn01100: Metabolic pathways
C10443,C17741,COC1=C(C=CC(=C1)/C=C/C(=C/C(=O)/C=C/C2=CC(=C(C=C2)O)OC)/O)O,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)[C@H](C(=O)NCCC(=O)NCCSC(=O)CC(=O)/C=C/C4=CC(=C(C=C4)O)OC)O,368.126,985.1731,C21H20O6,C33H46N7O20P3S,-617.0471,617.0472 ,R08810,2.3.1.217,curcuminoid synthase (CURS),"rn00945: Stilbenoid, diarylheptanoid and gingerol biosynthesis///rn01110: Biosynthesis of secondary metabolites"
C00024,C20465,CC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O,CC(=O)OC/C=C/C1=CC=C(C=C1)O,809.1258,192.0786,C23H38N7O17P3S,C11H12O3,617.0472,617.0472 ,R10254,2.3.1.-,coniferyl alcohol acyltransferase (CFAT),rn00940: Phenylpropanoid biosynthesis///rn01110: Biosynthesis of secondary metabolites
C00100,C02225,CCC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O,C[C@H](C(=O)O)[C@@](CC(=O)O)(C(=O)O)O,823.1414,206.0427,C24H40N7O17P3S,C7H10O7,617.0987,617.0987 ,R00931,2.3.3.5,0,rn00640: Propanoate metabolism///rn01100: Metabolic pathways
C01832,C04655,CCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O,CCCCCCCCCC[C@H](C(=O)O)[C@@](CC(=O)O)(C(=O)O)O,949.2823,332.1835,C33H58N7O17P3S,C16H28O7,617.0988,617.0988 ,R03735,2.3.3.2,0,0
C05338,C05595,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)[C@H](C(=O)NCCC(=O)NCCSC(=O)CC4=CC=C(C=C4)O)O,C1=CC(=CC=C1CC(=O)NC(CCC(=O)O)C(=O)O)O,901.152,281.0899,C29H42N7O18P3S,C13H15NO6,620.0621,620.0621 ,R04776,2.3.1.14,0,rn00350: Tyrosine metabolism
C00024,C00624,CC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O,CC(=O)N[C@@H](CCC(=O)O)C(=O)O,809.1258,189.0637,C23H38N7O17P3S,C7H11NO5,620.0621,620.0621 ,R00259,2.3.1.1,0,rn00220: Arginine biosynthesis///rn01100: Metabolic pathways///rn01110: Biosynthesis of secondary metabolites///rn01210: 2-Oxocarboxylic acid metabolism///rn01230: Biosynthesis of amino acids
C00191,C04900,[C@@H]1([C@@H]([C@H](OC([C@@H]1O)O)C(=O)O)O)O,C1=CC(=C(C=C1C2=CC(=O)C3=C(C=C(C=C3O2)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)C(=O)O)O)O)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)C(=O)O)O)O)O)O)O)O[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)C(=O)O)O)O)O,194.0427,814.144,C6H10O7,C33H34O24,-620.1013,620.1013 ,R08127,3.2.1.31,0,rn00944: Flavone and flavonol biosynthesis
C00024,C02727,CC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O,CC(=O)NCCCC[C@@H](C(=O)O)N,809.1258,188.1161,C23H38N7O17P3S,C8H16N2O3,621.0097,621.0097 ,R00454,2.3.1.306,0,rn00310: Lysine degradation///rn01100: Metabolic pathways
C00582,C04148,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)[C@H](C(=O)NCCC(=O)NCCSC(=O)CC4=CC=CC=C4)O,C1=CC=C(C=C1)CC(=O)N[C@@H](CCC(=O)N)C(=O)O,885.1571,264.111,C29H42N7O17P3S,C13H16N2O4,621.0461,621.0461 ,R02576,2.3.1.14,0,rn00360: Phenylalanine metabolism
C00083,C06356,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)[C@H](C(=O)NCCC(=O)NCCSC(=O)CC(=O)O)O,C1=CC=C(C=C1)C(=O)C2=C(C=C(C=C2O)O)O,853.1156,230.0579,C24H38N7O19P3S,C13H10O4,623.0577,623.0577 ,R02447,2.3.1.220,0,0
C00083,C03582,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)[C@H](C(=O)NCCC(=O)NCCSC(=O)CC(=O)O)O,C1=CC(=CC=C1/C=C/C2=CC(=CC(=C2)O)O)O,853.1156,228.0786,C24H38N7O19P3S,C14H12O3,625.037,625.0370 ,R01614,2.3.1.95,multi-step reaction,"rn00945: Stilbenoid, diarylheptanoid and gingerol biosynthesis///rn01110: Biosynthesis of secondary metabolites"
C00024,C12453,CC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O,CC(=O)OC1CC2CCC(C1)N2C,809.1258,183.1259,C23H38N7O17P3S,C10H17NO2,625.9999,625.9999 ,R06736,2.3.1.186,0,"rn00960: Tropane, piperidine and pyridine alkaloid biosynthesis"
C00024,C12452,CC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O,CC(=O)OC1CC2CCC(C1)N2C,809.1258,183.1259,C23H38N7O17P3S,C10H17NO2,625.9999,625.9999 ,R06735,2.3.1.185,tropine: acyl-CoA acyl transferase,"rn00960: Tropane, piperidine and pyridine alkaloid biosynthesis"
C00931,C01024,C1=C(C(=C(N1)CN)CC(=O)O)CCC(=O)O,C1=C(C(=C(N1)CC2=C(C(=C(N2)CC3=C(C(=C(N3)CC4=C(C(=C(N4)CO)CC(=O)O)CCC(=O)O)CC(=O)O)CCC(=O)O)CC(=O)O)CCC(=O)O)CC(=O)O)CCC(=O)O,226.0954,854.2858,C10H14N2O4,C40H46N4O17,-628.1904,628.1904 ,R00084,2.5.1.61,multi-step reaction,rn00860: Porphyrin metabolism///rn01100: Metabolic pathways///rn01110: Biosynthesis of secondary metabolites///rn01120: Microbial metabolism in diverse environments///rn01240: Biosynthesis of cofactors
C00406,C02717,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)[C@H](C(=O)NCCC(=O)NCCSC(=O)/C=C/C4=CC(=C(C=C4)O)OC)O,COC1=C(C=CC(=C1)/C=C/C(=O)NCCC2=CC=C(C=C2)O)O,943.1626,313.1314,C31H44N7O19P3S,C18H19NO4,630.0312,630.0312 ,R02385,2.3.1.110,0,0
C00024,C07585,CC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O,CC(=O)NNC(=O)C1=CC=NC=C1,809.1258,179.0695,C23H38N7O17P3S,C8H9N3O2,630.0563,630.0563 ,R08248,2.3.1.5,0,rn00983: Drug metabolism - other enzymes
C00512,C03141,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)[C@H](C(=O)NCCC(=O)NCCSC(=O)C4=CC=CC=C4)O,C1=CC=C(C=C1)C(=O)NC2=CC=CC=C2C(=O)O,871.1414,241.0739,C28H40N7O17P3S,C14H11NO3,630.0675,630.0675 ,R02453,2.3.1.144,0,0
